"T_horizon: 5 ms, N_MPC = 5, timesteps = [0 s, 1 ms, 2 ms, 3 ms, 4 ms, 5 ms]
",4.064931869506836,5.376783609390259,0.0030425866602591806,0.002703116891921547,0.0007879302482216423,0.009498105949801713,0.010594847520469427,0.017999090957309415
"T_horizon: 5 ms, N_MPC = 5, timesteps = [0 s, 1 ms, 2 ms, 3 ms, 4 ms, 5 ms]
",4.05322003364563,5.3655500411987305,0.0030425866602591806,0.002703116891921547,0.0007879302482216423,0.009498105949801713,0.010594847520469427,0.017999090957309415
"T_horizon: 5 ms, N_MPC = 5, timesteps = [0 s, 1 ms, 2 ms, 3 ms, 4 ms, 5 ms]
",4.0932958126068115,5.411321640014648,0.0030425866602591806,0.002703116891921547,0.0007879302482216423,0.009498105949801713,0.010594847520469427,0.017999090957309415
"T_horizon: 5 ms, N_MPC = 5, timesteps = [0 s, 1 ms, 2 ms, 3 ms, 4 ms, 5 ms]
",4.0839667320251465,5.39882755279541,0.0030425866602591806,0.002703116891921547,0.0007879302482216423,0.009498105949801713,0.010594847520469427,0.017999090957309415
"T_horizon: 5 ms, N_MPC = 5, timesteps = [0 s, 1 ms, 2 ms, 3 ms, 4 ms, 5 ms]
",4.104967832565308,5.424083232879639,0.0030425866602591806,0.002703116891921547,0.0007879302482216423,0.009498105949801713,0.010594847520469427,0.017999090957309415
"T_horizon: 10 ms, N_MPC = 5, timesteps = [0 s, 2 ms, 4 ms, 6 ms, 8 ms, 10 ms]
",1.3680469989776611,2.664959669113159,0.0007361416352489123,0.0009694468918590023,0.00034910837445059157,0.006102251596207544,0.00403314788002606,0.009100895428370587
"T_horizon: 11 ms, N_MPC = 5, timesteps = [0 s, 2 ms, 4 ms, 6 ms, 9 ms, 11 ms]
",1.1685965061187744,2.4813854694366455,0.0005544799029514647,0.00075962981983232,0.00031833874421557365,0.005914658442440739,0.0034886922218535206,0.008107858088307999
"T_horizon: 12 ms, N_MPC = 5, timesteps = [0 s, 2 ms, 4 ms, 7 ms, 10 ms, 12 ms]
",1.2407324314117432,2.5519752502441406,0.0004298389789055587,0.0005843765778300722,0.00029127470346986786,0.006441702572222876,0.0030042526011112886,0.008130502222083068
"T_horizon: 13 ms, N_MPC = 5, timesteps = [0 s, 2 ms, 5 ms, 8 ms, 10 ms, 13 ms]
",1.2328336238861084,2.5409843921661377,0.00045322189613595533,0.0006135555230565394,0.0002842868042988904,0.0059028781070446625,0.0031215518697277128,0.007636347101488185
"T_horizon: 14 ms, N_MPC = 5, timesteps = [0 s, 2 ms, 5 ms, 8 ms, 11 ms, 14 ms]
",1.1638343334197998,2.497133255004883,0.00034967448151614235,0.0004941790830079958,0.00026899861875663117,0.005766450841259559,0.0028381222311534746,0.006966885892679805
"T_horizon: 15 ms, N_MPC = 5, timesteps = [0 s, 3 ms, 6 ms, 9 ms, 12 ms, 15 ms]
",1.1800074577331543,2.4797775745391846,0.0002765716008615643,0.000402210498287761,0.0002485617215136812,0.005397670187351113,0.002656197782757245,0.0062240272953524274
"T_horizon: 16 ms, N_MPC = 5, timesteps = [0 s, 3 ms, 6 ms, 10 ms, 13 ms, 16 ms]
",1.1896979808807373,2.501317024230957,0.00021916518630896522,0.00031019946669672097,0.0002360343912448688,0.0056091621315608456,0.0024943278784360055,0.006293453634546951
"T_horizon: 17 ms, N_MPC = 5, timesteps = [0 s, 3 ms, 6 ms, 10 ms, 14 ms, 17 ms]
",1.189352035522461,2.5042333602905273,0.00016772396616167702,0.0002551664067695056,0.00023318114353414413,0.005554556678077549,0.0023647979895837076,0.005984916245714981
"T_horizon: 18 ms, N_MPC = 5, timesteps = [0 s, 3 ms, 7 ms, 10 ms, 14 ms, 18 ms]
",1.165804386138916,2.477229118347168,0.0001748637351455344,0.00026955368649861236,0.0002285014800988315,0.005303189425886954,0.0023814749069419796,0.005712781493832218
"T_horizon: 19 ms, N_MPC = 5, timesteps = [0 s, 3 ms, 7 ms, 11 ms, 15 ms, 19 ms]
",1.175171136856079,2.479020357131958,0.00014179046569803196,0.00021295093815811746,0.00022831446737830852,0.005583337450483902,0.0023031470260907786,0.0059200262276982146
"T_horizon: 20 ms, N_MPC = 5, timesteps = [0 s, 4 ms, 8 ms, 12 ms, 16 ms, 20 ms]
",1.1607325077056885,2.4581379890441895,0.00011231500324831981,0.00017618708884939552,0.00021409164768501114,0.005102709917412763,0.0022031601078260493,0.0052377747829588745
"T_horizon: 21 ms, N_MPC = 5, timesteps = [0 s, 4 ms, 8 ms, 12 ms, 17 ms, 21 ms]
",1.20493745803833,2.513758659362793,0.00011382488904166165,0.00015038976367327193,0.00021358390111139735,0.00506523344629822,0.0021299475349331838,0.005065562531798712
"T_horizon: 22 ms, N_MPC = 5, timesteps = [0 s, 4 ms, 8 ms, 13 ms, 18 ms, 22 ms]
",1.1956820487976074,2.490648031234741,0.00013370430689572995,0.00014974381694643995,0.0002162021655727445,0.005210823450272882,0.002111701415562272,0.005208650897273409
"T_horizon: 23 ms, N_MPC = 5, timesteps = [0 s, 4 ms, 9 ms, 14 ms, 18 ms, 23 ms]
",1.2080738544464111,2.5248231887817383,0.00013101237262199623,0.00014971374788069143,0.00022100729308590738,0.005438208257687381,0.002158403888730329,0.005581497657301123
"T_horizon: 24 ms, N_MPC = 5, timesteps = [0 s, 4 ms, 9 ms, 14 ms, 19 ms, 24 ms]
",1.1401588916778564,2.4501194953918457,0.00014945945700749934,0.00016776142232715341,0.00022290283832103575,0.005416606693733062,0.0021198673671825974,0.005443591951162567
